system   D            wsystem.c:583  maybe_parent_dir                 [   0.00058] Also searching C:\Users\krzyœ\Documents\Visual Studio 2015\Projects\Gra_w_statki\
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.30790] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.30792] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.30793] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.30822] Glyph 51: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.30851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.30853] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.30996] Glyph 82: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31002] Glyph 93: 10x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31010] Glyph 86: 7x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31014] Glyph 87: 7x13 (8x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.31022] Glyph 68: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31026] Glyph 79: 6x15 (8x16)
font     D                ttf.c:406  cache_glyph                      [   6.31028] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   6.31033] Glyph 83: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.31039] Glyph 88: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31044] Glyph 81: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31052] Glyph 78: 11x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.31062] Glyph 90: 17x10 (20x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31066] Glyph 29: 4x10 (4x12)
font     W               font.c:286  al_init_font_addon               [   6.31072] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   6.31073] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.31112] Font times.ttf loaded with pixel size 0 x 13.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.31113]     ascent=12.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.31115] added dtor for object 00ADCA68, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31146] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31147] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31148] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31149] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31150] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31151] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31152] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31153] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31154] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.31155] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.31156] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.31157] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.31158] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.31184] Glyph 38: 9x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.31203] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.31205] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.31275] Glyph 72: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31282] Glyph 81: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31290] Glyph 68: 7x8 (8x8)
font     D                ttf.c:406  cache_glyph                      [   6.31291] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   6.31297] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31306] Glyph 90: 12x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31318] Glyph 74: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31325] Glyph 86: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31329] Glyph 87: 6x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31336] Glyph 78: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31341] Glyph 88: 9x8 (12x8)
font     W               font.c:286  al_init_font_addon               [   6.31346] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   6.31347] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.31388] Font times.ttf loaded with pixel size 0 x 13.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.31389]     ascent=12.0, descent=-3.0, height=15.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.31392] added dtor for object 02F05960, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31423] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31424] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31425] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31426] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31427] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31428] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31428] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31429] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.31430] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.31431] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.31432] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.31433] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.31434] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.31488] Glyph 38: 9x11 (12x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.31524] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.31526] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.31600] Glyph 72: 6x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31608] Glyph 81: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31615] Glyph 68: 7x8 (8x8)
font     D                ttf.c:406  cache_glyph                      [   6.31617] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   6.31622] Glyph 71: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31628] Glyph 82: 7x8 (8x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31633] Glyph 69: 8x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31639] Glyph 88: 9x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31648] Glyph 90: 12x8 (12x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31655] Glyph 92: 10x11 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31659] Glyph 29: 3x8 (4x8)
font     D                ttf.c:217  alloc_glyph_region               [   6.31675] Glyph 20: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.31687] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.31688] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.31799] Glyph 19: 9x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.31817] Glyph 26: 8x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.31828] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.31829] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.31935] Glyph 25: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31942] Glyph 27: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.31958] Glyph 23: 8x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.31969] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.31971] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.32094] Glyph 19: 7x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   6.32099] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.37947] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.37950] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.38047] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.38049] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.38091] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.38093] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.94434] Glyph 28: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.94451] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.94453] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.94594] Glyph 21: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   6.94601] Glyph 22: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.94719] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.94721] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   7.11644] Glyph 27: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.11660] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.11662] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   7.11786] Glyph 23: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   7.11792] Glyph 25: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.11924] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.11926] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   7.26309] Glyph 26: 10x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.26322] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.26324] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.26599] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.26601] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   7.76159] Glyph 24: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.76175] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.76176] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.76420] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.76423] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   9.76755] removed dtor for object 02F05960
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   9.76767] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   9.76781] removed dtor for object 00ADCA68
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   9.76787] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   9.76807] removed dtor for object 02F05810
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   9.76814] d3d_destroy_bitmap: Release video texture failed.
font     D                ttf.c:217  alloc_glyph_region               [   9.76842] Glyph 75: 32x46 (32x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   9.76849] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   9.76851] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   9.77117] Glyph 36: 48x45 (48x48)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   9.77207] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   9.77209] _al_d3d_sync_bitmap (video) ref count == 2
font     W               font.c:286  al_init_font_addon               [  10.27108] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [  10.27114] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  10.27204] Font times.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  10.27208]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [  10.27213] added dtor for object 00ADC988, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27296] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27299] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27302] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27304] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27306] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27309] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27311] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27314] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.27316] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  10.27319] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  10.27321] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  10.27324] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  10.27326] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  10.27433] Glyph 45: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.27476] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.27481] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  10.27677] Glyph 72: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27696] Glyph 71: 10x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [  10.27713] Glyph 81: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27727] Glyph 82: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27746] Glyph 86: 7x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27758] Glyph 87: 7x13 (8x16)
font     D                ttf.c:217  alloc_glyph_region               [  10.27779] Glyph 78: 11x15 (12x16)
font     D                ttf.c:406  cache_glyph                      [  10.27784] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [  10.27809] Glyph 90: 17x10 (20x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27822] Glyph 85: 8x10 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27848] Glyph 74: 9x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [  10.27866] Glyph 68: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.27875] Glyph 29: 4x10 (4x12)
font     W               font.c:286  al_init_font_addon               [  10.27888] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [  10.27891] TTF addon already initialised.
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  10.27999] Font times.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  10.28003]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [  10.28007] added dtor for object 02F053B0, func 0F911B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28091] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28095] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28097] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28100] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28102] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28105] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28107] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28109] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  10.28112] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  10.28114] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  10.28117] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  10.28119] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  10.28122] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  10.28279] Glyph 51: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.28328] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.28333] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  10.28483] Glyph 82: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.28508] Glyph 78: 11x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [  10.28525] Glyph 81: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.28543] Glyph 68: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.28556] Glyph 79: 6x15 (8x16)
font     D                ttf.c:217  alloc_glyph_region               [  10.28572] Glyph 72: 9x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.28591] Glyph 86: 7x10 (8x12)
font     D                ttf.c:406  cache_glyph                      [  10.28596] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [  10.28611] Glyph 77: 7x19 (8x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.28636] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.28642] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  10.28816] Glyph 88: 11x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.28832] Glyph 93: 10x10 (12x12)
font     D                ttf.c:217  alloc_glyph_region               [  10.28842] Glyph 29: 4x10 (4x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.29082] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.29086] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.29394] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.29401] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  10.29496] Glyph 20: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.29514] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.29518] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  10.29574] Glyph 23: 10x14 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [  10.29627] Glyph 19: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.29654] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.29658] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.33578] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.33582] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  10.33676] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  10.33681] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  15.95870] Glyph 22: 9x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.95879] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.95881] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  15.95994] Glyph 20: 8x14 (8x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.96006] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.96008] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  16.02873] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  16.02875] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  16.02941] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  16.02944] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [  18.98928] removed dtor for object 02F053B0
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  18.98955] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [  18.99025] removed dtor for object 00ADC988
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  18.99043] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  19.99150] calling dtor for object 02EF0A68, func 0F9127A7
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99153] removed dtor for object 02EF0A68
dtor     D               dtor.c:114  _al_run_destructors              [  19.99156] calling dtor for object 02FA4598, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99158] removed dtor for object 02FA4598
dtor     D               dtor.c:114  _al_run_destructors              [  19.99597] calling dtor for object 02FA4498, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99601] removed dtor for object 02FA4498
dtor     D               dtor.c:114  _al_run_destructors              [  19.99890] calling dtor for object 02F05730, func 0F911B3B
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99892] removed dtor for object 02F05730
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  19.99902] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:114  _al_run_destructors              [  19.99926] calling dtor for object 02FA4398, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99928] removed dtor for object 02FA4398
dtor     D               dtor.c:114  _al_run_destructors              [  19.99947] calling dtor for object 02FA5498, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99949] removed dtor for object 02FA5498
dtor     D               dtor.c:114  _al_run_destructors              [  19.99957] calling dtor for object 02FA5398, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99958] removed dtor for object 02FA5398
dtor     D               dtor.c:114  _al_run_destructors              [  19.99964] calling dtor for object 02FA5E98, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99966] removed dtor for object 02FA5E98
dtor     D               dtor.c:114  _al_run_destructors              [  19.99975] calling dtor for object 02FA4298, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99976] removed dtor for object 02FA4298
dtor     D               dtor.c:114  _al_run_destructors              [  19.99990] calling dtor for object 02FA5D98, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99991] removed dtor for object 02FA5D98
dtor     D               dtor.c:114  _al_run_destructors              [  19.99997] calling dtor for object 02FA4F98, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  19.99999] removed dtor for object 02FA4F98
dtor     D               dtor.c:114  _al_run_destructors              [  20.00003] calling dtor for object 02FA4198, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00005] removed dtor for object 02FA4198
dtor     D               dtor.c:114  _al_run_destructors              [  20.00010] calling dtor for object 02FA5198, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00011] removed dtor for object 02FA5198
dtor     D               dtor.c:114  _al_run_destructors              [  20.00016] calling dtor for object 02FA5298, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00018] removed dtor for object 02FA5298
dtor     D               dtor.c:114  _al_run_destructors              [  20.00031] calling dtor for object 02FA5C98, func 0F912595
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.00033] removed dtor for object 02FA5C98
dtor     D               dtor.c:114  _al_run_destructors              [  20.00040] calling dtor for object 02FA5B98, func 0F912595
